title,vintage,winery,style,variety,denominacion,price,designation,aging_1,region,description,points
Finca Sobreño 2013 Crianza  (Toro),2013,Finca Sobreño,Red wine,Tinta de Toro,Toro,19.0,Crianza,Crianza,Toro,"This wine's fiery nose holds oak spice, red fruit, tobacco and chocolate aromas. It's full and grippy on the palate, with hard tannins. Oaky flavors of vanilla and cocoa bolster moderately ripe cassis and plum fruit. A creamy quality persistents on the finish. ",88
Castellroig 2016 Sabaté i Coca Vermell Reserva Brut Sparkling (Cava),2016,Castellroig,Sparkling,Sparkling Blend,Cava,25.0,Sabaté i Coca Vermell Reserva Brut,Reserva,Cava,"Bready, toasted aromas play up popcorn and stalky fruit notes in front of a round palate that ranks as basic. Orange, apricot and nectarine flavors fade out on a finish with a notable yeasty character. ",88
La Val 2011 La Val Sobre Lías Albariño (Rías Baixas),2011,La Val,White wine,Albariño,Rías Baixas,33.0,La Val Sobre Lías,No Aplica,Rías Baixas,"Oily, briny, waxy aromas reflect aging and extended time on lees, both of which this wine has been through. Piercing acidity keeps things in balance, while oxidized flavors of corn and salted peach finish strong and slightly bitter. This unique style of Albariño is not for everyone. ",88
Vinessens 2017 Beryna Monastrell-Garnacha Red (Alicante),2017,Vinessens,Red wine,Red Blends,Alicante,32.0,Beryna Monastrell-Garnacha,No Aplica,Alicante,"Desiccated black-fruit aromas are baked but not cooked. This blend of Monastrell and Garnacha is saturated and heavy on a pruny palate, while flavors of baked berry fruits finish spicy, oaky and dark, with an aftertaste of prune. ",88
Vega Clara 2015 Mario  (Ribera del Duero),2015,Vega Clara,Red wine,Tempranillo-Cabernet Sauvignon,Ribera del Duero,40.0,Mario,No Aplica,Ribera del Duero,"Ripe raisiny aromas teeter on the brink of overripe, while this feels heavy, hard and loaded with tannins. Baked berry, raisin and cassis flavors turn more stewed on a heavy finish with a prune-like aftertaste. ",88
Alion 2013 Alion  (Ribera del Duero),2013,Alion,Red wine,Tempranillo,Ribera del Duero,102.0,Alion,No Aplica,Ribera del Duero,"Some years, even the top wines suffer, and in a cold 2013, Alion is not what it normally is. For starters, this is far more tight, tannic, raw and pulling than its track record. Toasty oak is a big player, creating creamy aromas and toast on the finish. In between are crisp, peppery blackberry flavors. This wine may improve with time. Drink 2018–2028. ",88
Castell d'Encus 2014 Acusp Red (Costers del Segre),2014,Castell d'Encus,Red wine,Red Blends,Costers del Segre,60.0,Acusp,No Aplica,Costers del Segre,"Like all of Raul Bobet's Castell d'Encus wines from the Pyrenees, this Pinot Noir displays a personality all its own. Raspberry and strawberry aromas are floral and herbal, but feel chunky and a bit obtuse. Tea, herbal plum and Asian spice flavors end with notes of wild flowers and black tea. ",88
Marqués de la Concordia 2016 Viña Alarde  (Rioja),2016,Marqués de la Concordia,Red wine,Tempranillo,Rioja,15.0,Viña Alarde,No Aplica,Rioja,"Plum and berry aromas are natural and unadulterated by unwelcome oak. This is dry and fresh on the palate, with medicinal cherry, herbal plum and light oak flavors. An easy finish with light cherry notes wraps this up. ",88
Fernández de Piérola 2008 Reserva  (Rioja),2008,Fernández de Piérola,Red wine,Tempranillo,Rioja,24.0,Reserva,Reserva,Rioja,"Savory berry aromas are accompanied by spice notes and a hint of latex. This feels wide rather than precisely shaped. Baked, earthy, oaky flavors envelop stewed berry notes, and the wine feels wayward on the finish. ",88
Dominio de Punctum 2014 Dulce Venganza Late Harvest Chardonnay (Vino de la Tierra de Castilla),2014,Dominio de Punctum,White wine,Chardonnay,Castilla,20.0,Dulce Venganza Late Harvest,No Aplica,Vino de la Tierra de Castilla,"This golden dessert Chardonnay opens with soft aromas of papaya, melon, squash and corn. On the palate, this is chunky like pineapple syrup. Flavors of pineapple, melon and mango puree end with a note of carrot on a long viscous finish. ",88
La Zorra 2014 Red (Sierra de Salamanca),2014,La Zorra,Red wine,Red Blends,Sierra de Salamanca,20.0,,No Aplica,Sierra de Salamanca,"Plum and berry aromas are tight and focused, with no indication of oak. A blend of Tempranillo and Rufete, this wine is snappy and drawing in feel. Plum and currant flavors finish long and juicy, with ripping acidity. ",88
Pazo de Toubes 2018 Modus Vivendi Treixadura-Albariño-Loireira White (Ribeiro),2018,Pazo de Toubes,White wine,White Blend,Ribeiro,25.0,Modus Vivendi Treixadura-Albariño-Loireira,No Aplica,Ribeiro,"Piercing tropical-fruit aromas are centered on pineapple. This white blend is what the Ribeiro region does best, and this is a full, melony wine made to drink now. Melon, papaya and apple flavors finish short due modest acidity. ",88
Vins El Cep 2011 Claror Gran Reserva Brut Nature Sparkling (Cava),2011,Vins El Cep,Sparkling,Sparkling Blend,Cava,18.0,Claror Gran Reserva Brut Nature,Gran Reserva,Cava,"Briny apple and nectarine aromas are within the proper framework of brut nature. Citric and stone-fruit acidity makes for a racy palate, while this tastes mostly of peach and nectarine along with some salt and brine. A firm finish is acidic and dry. ",88
Traslascuestas 2011 Crianza  (Ribera del Duero),2011,Traslascuestas,Red wine,Tempranillo,Ribera del Duero,21.0,Crianza,Crianza,Ribera del Duero,"Saucy herbal lightly grassy aromas surround an interior scent of black cherry. This feels thick and raisiny, and on the ripe side. Flavors of raisin, prune, brandied cherry and spice finish peppery. Drink now. ",88
Morgadío 2015 Legado del Conde Albariño Albariño (Rías Baixas),2015,Morgadío,White wine,Albariño,Rías Baixas,16.0,Legado del Conde Albariño,No Aplica,Rías Baixas,"Citrus and apple aromas are fresh, reserved and on the light side. In the mouth, this pops with lemony acidity and related tang. Flavors of tart green apple and lime are racy almost to the point of being sour, while this ends with a tingle of sharp acidity and a sense of wet stones and minerals. ",88
Marqués del Atrio 2015 Reserva  (Rioja),2015,Marqués del Atrio,Red wine,Tempranillo-Graciano,Rioja,20.0,Reserva,Reserva,Rioja,"A compact nose smells herbal and slightly green, with spearmint and cherry aromas sticking out. A hard palate is scratchy, while berry and vanilla flavors are slightly weedy. Heat settles in on the finish as the fruit evaporates. ",88
Señorío de Sotillo 2014 Crianza  (Ribera del Duero),2014,Señorío de Sotillo,Red wine,Tempranillo,Ribera del Duero,25.0,Crianza,Crianza,Ribera del Duero,"Black-fruit aromas with accents of road tar and spice turn more herbal with airing. A tight, crisp mouthfeel is built around smacking acidity, while plum and berry flavors come with peppery spice notes. An herbal character returns on a ripped, juicy finish. Drink through 2021. ",88
Ochoa 2010 Reserva Red (Navarra),2010,Ochoa,Red wine,Tempranillo Blend,Navarra,33.0,Reserva,Reserva,Navarra,"Earthy, lightly baked berry aromas fresh on the nose. A snappy palate with raw acidity leads to mildly herbal plum and berry flavors. A dry, spicy, nicely oaked finish is a bit choppy in feel but tastes right. Similar to past bottlings, this is 55% Tempranillo, 30% Cab Sauvignon and 15% Merlot. ",88
Familia Montaña 2014 Reserva  (Rioja),2014,Familia Montaña,Red wine,Tempranillo Blend,Rioja,21.0,Reserva,Reserva,Rioja,"Raspberry and plum aromas fairly introduce a racy and forward palate with punchy acidity and raw tannins. Red berry flavors are jammy, and overall there's a lot of fruit to this bumpy ride of a reserva. ",88
Mileto 2009 Reserva  (Rioja),2009,Mileto,Red wine,Tempranillo Blend,Rioja,21.0,Reserva,Reserva,Rioja,"Aromas of spicy oak and dried berry fruits lead to a clampy, rubbery palate. Plum and berry flavors are slightly saucy, while the finish, which is still fresh for a 2009, is tannic and pulling. ",88
Palma Real 2015 Verdejo-Viura (Rueda),2015,Palma Real,White wine,Verdejo-Viura,Rueda,10.0,,No Aplica,Rueda,"Melon, nectarine and mild citrus aromas are clean and direct. This basic white is firm and balanced, while stone fruit, melon and white-pepper flavors end easy and fresh. ",88
Gratavinum 2011 2?R Red (Priorat),2011,Gratavinum,Red wine,Red Blends,Priorat,40.0,2?R,No Aplica,Priorat,"Raisiny aromas of prune and desiccated cassis feed into a full pudgy palate. This is rich to the breaking point, with ultraripe flavors of baked plum and berry fruits. Chocolate is the main flavor on an oaky, thick finish. ",88
Bodegas Riojanas 2015 Viña Albina Crianza  (Rioja),2015,Bodegas Riojanas,Red wine,Tempranillo Blend,Rioja,15.0,Viña Albina Crianza,Crianza,Rioja,"Ripe berry aromas are leathery and oaky, with a hint of prune. A chunky, plump palate is fairly resiny in feel. Flavors of vanilla along with old-style oak and tobacco interplay with berry-fruit notes that push up against overripe. On the finish, this holds onto its overt oak-influenced character. ",88
Bodegas Carballal 2015 Floreano e Punto Albariño (Rías Baixas),2015,Bodegas Carballal,White wine,Albariño,Rías Baixas,18.0,Floreano e Punto,No Aplica,Rías Baixas,"Aromas of orange pulp and peel are hanging in there. This feels both oily and citric, while sour-leaning citrus flavors are a bit salty. On the finish, this feels plump and holds onto its citrusy essence. Drink immediately. ",88
Altavins 2015 Ilercavònia Grenache Blanc (Terra Alta),2015,Altavins,White wine,Grenache Blanc,Terra Alta,17.0,Ilercavònia,No Aplica,Terra Alta,"A crisp combination of mineral notes, citrus aromas and citrus peel lead to a juicy medium-bodied palate. Lime and apple flavors are slightly briny, while this is dry, pithy and true to the Garnacha Blanca variety on the finish. ",88
Aljibes 2011 VA Red (Vino de la Tierra de Castilla),2011,Aljibes,Red wine,Red Blends,Castilla,19.0,VA,No Aplica,Vino de la Tierra de Castilla,"Leafy herbal saucy aromas of plum and currant come with hints of tobacco and café mocha. This blend of Petit Verdot, Cabernet Sauvignon and Tempranillo has a Bordeaux-like flavor profile complete with leafy plum and herbal spice notes. On the finish, this holds onto its herbal character. ",88
Llopart 2015 Brut Reserva Sparkling (Cava),2015,Llopart,Sparkling,Sparkling Blend,Cava,25.0,Brut Reserva,Reserva,Cava,"A light color and simple aromas of applesauce and pear set up a palate with pulpy weight cut by citrusy acidity. Lightly herbal, slightly bitter white fruit flavors show a hint of green on the finish. ",88
Legado del Moncayo 2017 Garnacha Rosé (Campo de Borja),2017,Legado del Moncayo,Rosée,Rosé,Campo de Borja,15.0,Garnacha,No Aplica,Campo de Borja,Dusty aromas of citrus rinds are a touch prickly but overall rank as good and clean. A plump palate with medium body retains its freshness prior to melon and orange flavors that hold together on the finish. ,88
Lagar de Indra 2017 Albariño (Rías Baixas),2017,Lagar de Indra,White wine,Albariño,Rías Baixas,17.0,,No Aplica,Rías Baixas,"Light citrus, peach and buttercup aromas are appealing and easygoing. A plump palate with citric acidity is round and healthy, while this tastes of citrus and tropical fruit. This is steady on the finish; drink now. ",88
Juvé & Camps 2015 Essential Brut Xarel-lo (Cava),2015,Juvé & Camps,White wine,Xarel-lo,Cava,18.0,Essential Brut,No Aplica,Cava,"Dusty vanilla aromas are a bit funky and rustic, with a note of wood. A foamy palate with low acidity is round but blocky. Flavors of spiced apple and powdered sugar finish with notes of vanilla and pepper. This is 100% Xarello, one of Cava's go-to white grapes. ",88
Casa de la Ermita 2013 Lunático Monastrell (Jumilla),2013,Casa de la Ermita,Red wine,Monastrell,Jumilla,18.0,Lunático,No Aplica,Jumilla,"This Monastrell's scratchy, slightly soapy berry and cassis aromas are on the sweet and ripe side. Its baked plum and berry flavors are fleshy and lack focus, finishing with abrasive tannins. ",88
Bodegas Valdemar 2017 Conde Valdemar Blanco White (Rioja),2017,Bodegas Valdemar,White wine,White Blend,Rioja,17.0,Conde Valdemar Blanco,No Aplica,Rioja,"Apple and melon aromas are friendly and open. Tangy acidity straightens out an otherwise plump palate, while nectarines and slightly tropical flavors are ripe, round and flow nicely across the finish. ",88
El Xamfrà 2013 Brut Nature Sparkling (Cava),2013,El Xamfrà,Sparkling,Sparkling Blend,Cava,20.0,Brut Nature,No Aplica,Cava,"Briny, bready aromas of apple cider set up a smooth but slightly soft palate. Flavors of nectarine and green herbs finish short and briny, like an echo of the nose. Drink now. ",88
Eguren Ugarte 2013 Cincuenta  (Rioja),2013,Eguren Ugarte,Red wine,Tempranillo,Rioja,15.0,Cincuenta,No Aplica,Rioja,"Raspberry, strawberry and oaky shoe polish aromas comprise the nose on this pinching rubbery Rioja from a cold vintage. Plum, cherry and raspberry flavors finish fresh and ripped, with tannins that won't quit. Drink through 2020. ",88
Trus 2015 Crianza  (Ribera del Duero),2015,Trus,White wine,Tinto Fino,Ribera del Duero,22.0,Crianza,Crianza,Ribera del Duero,A dark color and bulky aromas of jumbled black fruits and Christmas spices set up a stacked palate with hard tannins and lots of weight. Blackberry flavors mixed with mocha and spice notes are classic for Ribera del Duero. A warm finish with grating tannins suggests that aging may help; drink through 2026. ,88
Martín Berdugo 2016 Verdejo (Rueda),2016,Martín Berdugo,White wine,Verdejo,Rueda,15.0,,No Aplica,Rueda,"Floral aromas mixed with citrus notes are appealing. This wine feels round but solidified by bright core acidity. Ripe flavors include pineapple, mango and peach. On the finish, lime and tropical notes are good but short. ",88
Tionio 2015 Crianza  (Ribera del Duero),2015,Tionio,White wine,Tinto Fino,Ribera del Duero,24.0,Crianza,Crianza,Ribera del Duero,"Concentrated black-fruit and oak aromas are gamy. A jammy palate tips the scales towards heavy, while this tastes of ripe, slightly baked black fruits. Notes of toast, spice and game mark the close. ",88
Valserrano 2016  Rioja,2016,Valserrano,Red wine,Mazuelo,Rioja,36.0,,No Aplica,Rioja,"Cherry and cassis aromas are closed down. This Mazuelo, globally known as Carignan, is full of power but also astringency. Unsurprising black-cherry and plum flavors darken up on a hard-pounding finish that doesn't overplay the oak. While not a cellar selection, this will last for decades due to its high acid-and-tannin level. ",88
